     472.294014,     512.972323,     497.496613,       1.991503,       0.432795,       2.832875,     622.209830,       1.384766,      -0.909801,      96.339573,
     359.227085,     359.855590,     376.910015,      83.666987,     -27.634292,    -156.311490,      -2.995354,    -122.404117,     117.505631,       0.000000,
       1.349003,       1.426537,       0.955983,       1.960875,      44.391503,     179.986215,     118.521613,       4.722940,       0.000000,       0.000000,
       3.337322,       0.000000,       0.000000,      10.384739,     149.536386,      28.154203,       1.574313,       1.753450,       0.339827,       1.430114,
       1.748931,       0.341148,       1.435125,       0.900423,      -0.909801,       1.236892,       0.477877,       0.978710,     177.001723,      57.009303,
     -61.432671,       0.122139,       0.900567,      -0.909801,       1.234372,       0.478107,       0.982166,     176.883385,      56.890922,     -61.524051,
       0.122139,       0.117532,     468.038419,     509.065595,     491.409056,       1.185056,       0.264355,       0.989341,     613.562171,       0.612249,
      -0.811227,     354.234573,     354.912243,     369.166488,       0.835822,       0.349966,       0.669360,     176.820878,      57.627755,     -61.963658,
       0.096229,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,     -91.749718,     149.479566,      28.249935,
       0.000000,     453.151904,     480.321918,     472.133182,       1.312096,       0.449651,       1.303834,     581.650171,       0.742689,      -0.493833,
     335.813313,     335.898126,     346.365157,       0.917695,       0.565443,       0.878389,      -2.292078,    -120.949141,     118.171451,       0.099229,
       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,     -91.431803,     149.323089,      28.568189,       0.000000,
      28.239906,    -470.840590,     439.132088,       0.111624,      92.405154,      27.954219,    -470.797799,     439.068766,       0.111614,      92.349165,
       1.112441,       0.000000,       0.000000,       0.952652,       0.082192,       0.079270,       0.065117,       0.070402,
