      71.680929,     125.525738,     448.002025,       1.385979,       3.277563,       0.772141,     622.209830,       1.166269,      10.232523,       0.425187,
     359.227077,     359.240230,     359.243496,      83.666987,     165.164122,      39.393803,     179.669089,     162.421112,     117.003088,       0.000000,
       0.000370,       0.953469,       1.033542,       1.183015,     117.568178,      25.296768,     175.110110,       0.000000,       0.000000,       0.000000,
       0.000000,       0.000000,       0.000000,     -49.909022,     179.934516,      97.808437,       0.000000,       0.641111,       0.339827,       2.049126,
       0.640798,       0.341148,       2.049538,       0.582971,      10.232523,       0.476635,       0.516583,       0.591416,     178.700007,     179.488886,
      81.902796,       0.000222,       0.583299,      10.232523,       0.476834,       0.516959,       0.591599,     178.576026,     179.390533,      81.798156,
       0.000222,       0.000216,      61.294298,     136.846757,     439.880326,       0.652570,       0.264355,       1.320202,     613.562171,       0.450093,
       7.364200,     354.234584,     354.248949,     354.250278,       0.354743,       0.428906,       0.435783,     179.316703,      93.373447,      -7.637541,
       0.000267,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,     -55.280979,     177.606937,      97.616144,
       0.000000,       9.897934,     131.833288,     413.107418,      43.543021,      18.257026,      17.512645,     581.650171,      22.013388,      -0.417036,
     335.813392,     335.822814,     335.823899,      16.818631,      16.486109,      16.121536,     179.812585,     167.612401,     117.706418,       0.000251,
      43.961044,      18.362918,      17.598823,      17.033266,      16.804392,      16.272990,     179.989738,     169.348250,      28.568160,       0.000382,
      44.094633,       0.118325,     425.283399,       0.136095,     112.730234,      44.245393,       0.117843,     425.419614,       0.137543,     113.649393,
       0.000000,       0.000000,       0.000054,       0.000035,       0.000018,       0.000017,       0.000015,       0.000045,
