      55.978562,     358.416148,     423.594841,       1.172837,       4.300164,       0.969500,     605.619098,       1.732847,       7.083702,       0.489449,
     349.675979,     349.649790,     349.664301,     179.999952,     137.207337,     163.538583,     126.040226,     150.228099,      32.681676,       0.000000,
       0.000870,       1.551701,       1.761467,       1.730857,     145.392316,     169.369842,     175.834992,       0.000000,       0.000000,       0.000000,
       0.000000,       0.000000,       0.000000,     -44.058144,     173.143019,     103.237361,       0.000000,       1.156058,       0.442704,       2.245507,
       1.156343,       0.440716,       2.247089,       0.866194,       7.083702,       0.775723,       0.880455,       0.865207,     173.508396,     122.399572,
     100.572281,       0.000272,       0.866654,       7.083702,       0.775978,       0.881013,       0.865650,     173.496172,     122.304227,     100.449460,
       0.000272,       0.000263,      34.367264,     145.148862,     422.564105,      22.046143,       9.908178,      12.121326,     596.069784,      11.403843,
       5.323540,     344.155117,     344.133250,     344.145955,       8.940004,       8.901427,       8.387564,     179.967706,     142.761097,      -6.086509,
       0.000546,      32.870748,      14.862207,      13.435961,      13.172414,      12.931490,      12.473393,     179.904066,     169.873377,      34.355298,
       0.000564,     228.944876,     225.129656,     403.797203,      10.763641,       4.886561,       4.390182,     562.664745,       5.399107,       2.939885,
     324.863183,     324.851789,     324.859840,       4.186483,       3.992925,       4.041031,     179.992020,     136.498283,     164.782692,       0.000043,
       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,     -88.052656,     156.500848,      35.407457,       0.000000,
      -0.030322,       0.120989,     430.515217,       0.631952,     537.699530,      -0.033881,       0.116550,     430.469019,       0.635003,     540.611618,
       0.000000,       0.000104,       0.000000,       0.000100,       0.000051,       0.000049,       0.000101,       0.000013,
